COUNTRY,YEAR,TOTAL_BUDGET,BUDGET_RANK,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE
Netherlands,2008,373.919,13,2.93,11.29,14.07,23.47,10.06
Australia,2008,373.549,14,5.13,12.17,15.61,21.73,9.31
Mexico,2008,367.958,15,1.41,17.38,9.43,9.05,18.1
Turkey,2008,355.911,16,15,12.87,11.26,8.74,10.93
South Korea,2008,261.979,17,12.5,5,9.8,13.18,16.48
Sweden,2008,231.055,18,2.37,12.92,13.43,23.54,10.09
Poland,2008,220.75,19,3.97,11.41,10.27,13.76,17.21
Greece,2008,203.239,20,5.87,7.1,11.34,22.8,9.77
Switzerland,2008,173.23,21,2.41,15.89,9.78,23.93,10.25
Argentina,2008,166.579,22,2.48,15.75,14.56,11.89,14.86
Saudi Arabia,2008,165.274,23,27.56,19.26,7.08,8.77,10.96
Indonesia,2008,129.821,24,2.99,13.67,4.63,10.35,20.71
Portugal,2008,127.227,25,3.12,10.32,13.17,23.01,9.86
South Africa,2008,106.623,26,4,17.91,13.01,8.61,17.22
Iran,2008,74.714,27,12.98,22.38,9.48,10.81,13.51
Romania,2008,73.673,28,3.97,11.62,5,15.5,19.37
Ireland,2008,73.365,29,1.39,13.13,17.42,22.62,9.69
Israel,2008,71.625,30,15.16,13.14,9.94,9.56,11.95
Thailand,2008,68.834,31,6.48,18.16,13.5,8.46,16.93
Colombia,2008,64.35,32,13.15,13.15,16.69,8.85,11.07
United Arab Emirates,2008,61.111,33,16.71,13.57,8.53,12.24,15.3
Malaysia,2008,59.593,34,6.78,14.04,5.93,9.71,19.43
New Zealand,2008,49.869,35,2.99,15.56,17.51,21.62,9.27
Egypt,2008,42.153,36,6.67,10.94,4.7,9.39,18.78
Nigeria,2008,40.737,37,3.4,8.55,4.59,11.77,23.54
Chile,2008,39.851,38,11.86,17.4,13.46,10.94,13.68
Philippines,2008,36.141,39,6.99,14.44,6.51,6.93,13.86
Kazakhstan,2008,30.912,40,4.27,13.65,8.41,14.26,17.83
Pakistan,2008,29.211,41,16.13,14.1,2.22,9.38,18.76
Singapore,2008,28.677,42,27.95,30.1,8.65,6.64,8.3
Peru,2008,27.425,43,6.25,14.38,10.99,11.86,14.82
Vietnam,2008,21.809,44,7.94,18,8.12,9.14,18.28
Bangladesh,2008,15.11,45,8.13,17.82,3.84,7.1,14.19
USA,1997,2766.871,1,9.56,13.55,16.16,15.9,6.82
Japan,1997,1570.839,2,2.73,9.97,15.07,23.53,10.08
Germany,1997,1131.65,3,2.88,9.2,15.94,22.68,9.72
France,1997,836.159,4,4.31,10.58,5,26.29,11.27
Italy,1997,648.731,5,3.28,9.25,5,21.87,9.37
UK,1997,614.245,6,7.32,12.06,15.97,19.45,8.34
China,1997,319.359,7,14.09,14.55,6.09,9.04,18.08
Brazil,1997,287.864,8,15,5,5,10.5,21
Spain,1997,265.383,9,15,10.47,12.41,19.99,8.57
Canada,1997,252.779,10,15,5,14.82,21.06,9.03
Netherlands,1997,174.358,11,3.65,10.16,12.28,22.6,9.68
Australia,1997,150.812,12,5.69,12.17,14.6,21.89,9.38
Sweden,1997,145.355,13,3.28,12.69,11.8,21.03,9.01
Russia,1997,142.856,14,6.91,8.95,9.72,11.56,14.44
South Korea,1997,141.409,15,18.16,5,8.28,13.07,16.34
India,1997,118.46,16,10.68,13.32,3.05,6.87,13.74
Switzerland,1997,105.305,17,3.6,14.55,7.84,24.49,10.5
Mexico,1997,94.121,18,2.01,16.32,9.9,8.57,17.15
Argentina,1997,82.452,19,4.51,15.62,17.82,9.8,12.25
Turkey,1997,79.709,20,15,12.87,7.19,7.26,9.07
Poland,1997,74.493,21,4.38,11.28,8.38,13.3,16.62
Greece,1997,73.435,22,7.31,6.41,9.61,19.84,8.5
South Africa,1997,54.126,23,5.5,20.47,11.86,6.41,12.82
Saudi Arabia,1997,52.77,24,30.72,12.3,9.16,9.11,11.39
Portugal,1997,50.432,25,3.64,11.87,14.06,20.89,8.95
Israel,1997,40.56,26,14.06,13.67,9.41,10.15,12.69
Indonesia,1997,38.443,27,8.13,7.71,3.59,10.08,20.17
Thailand,1997,27.519,28,10.07,21.2,9.25,8.55,17.1
Nigeria,1997,24.102,29,3.2,8.55,2.37,12.13,24.27
New Zealand,1997,23.928,30,4.37,15.79,14.71,20.6,8.83
United Arab Emirates,1997,23.575,31,19.16,13.57,7.57,11.94,14.93
Malaysia,1997,22.419,32,9.05,20.05,4.58,7.93,15.87
Colombia,1997,22.253,33,8.96,12.48,14.88,9.59,11.99
Philippines,1997,21.653,34,8.26,15.17,6.52,6.3,12.6
Ireland,1997,19.69,35,2.56,12.55,14.96,20.61,8.83
Iran,1997,18.285,36,11.87,20.11,10.95,11.38,14.22
Chile,1997,16.367,37,12.02,14.5,10.96,12.01,15.01
Egypt,1997,16.23,38,9.79,15.35,6.66,6.63,13.26
Pakistan,1997,13.945,39,25.04,11.75,6.26,7.79,15.58
Singapore,1997,13.937,40,30.36,20.31,7.39,7.41,9.26
Peru,1997,12.339,41,8.33,15.25,10.77,10.78,13.48
Romania,1997,11.404,42,9,8.19,5,12.6,15.76
Bangladesh,1997,6.625,43,12.27,15.2,5.21,7.38,14.76
Vietnam,1997,5.906,44,7.55,18,9.48,8.99,17.99
Kazakhstan,1997,5.844,45,4.86,14.76,9.25,13.63,17.04
USA,1977,678.925,1,9.56,13.55,16.16,18.39,7.88
Japan,1977,251.016,2,3.02,16.13,15.07,21.28,9.12
Germany,1977,238.094,3,4.24,9.53,15.94,23.69,10.15
France,1977,168.205,4,5.77,11.51,5,25.45,10.91
Russia,1977,123.614,5,6.91,8.95,9.72,11.56,14.44
UK,1977,103.661,6,11.31,12.67,15.97,17.78,7.62
Canada,1977,95.27,7,15,5,14.82,21.06,9.03
Italy,1977,90.04,8,4.03,8.73,5,24.63,10.56
Spain,1977,59.56,9,15,8.84,12.41,20.56,8.81
China,1977,57.825,10,13.21,9.56,6.09,9.92,19.84
Brazil,1977,57.476,11,15,5,5,10.5,21
Netherlands,1977,54.669,12,4.93,12.07,12.28,23.68,10.15
Sweden,1977,39.703,13,4,9.8,11.8,24.53,10.51
Australia,1977,37.905,14,7.04,13.25,14.6,21.04,9.02
India,1977,24.904,15,14.78,13.32,3.05,8.49,16.98
Switzerland,1977,24.306,16,5.38,15.59,7.84,23.99,10.28
Saudi Arabia,1977,23.589,17,35.44,14.71,9.16,7.69,9.61
Iran,1977,22.721,18,14.48,18.35,10.95,10.76,13.45
Mexico,1977,16.367,19,1.72,12.15,9.9,9.43,18.87
Poland,1977,14.487,20,4.1,16.8,8.38,14.1,17.63
Turkey,1977,14.228,21,15,12.87,7.19,12.38,15.48
Argentina,1977,10.994,22,5.78,15.4,17.82,10.47,13.09
South Africa,1977,10.605,23,5.5,20.47,11.86,8.2,16.41
Romania,1977,9.973,24,11.82,14.73,5,13.05,16.31
South Korea,1977,9.375,25,20.31,5,8.28,12.24,15.3
Israel,1977,9.239,26,14.06,13.67,9.41,9.39,11.74
Greece,1977,8.887,27,10.81,8.38,9.61,22.99,9.85
Indonesia,1977,7.753,28,7.19,5.86,3.59,11.71,23.43
United Arab Emirates,1977,7.437,29,19.16,13.57,7.57,11.94,14.93
Portugal,1977,6.738,30,4.36,7.21,14.06,23.24,9.96
New Zealand,1977,5.565,31,4.59,8.19,14.71,22.07,9.46
Egypt,1977,5.218,32,9.79,15.35,6.66,9.5,19
Philippines,1977,4.802,33,12.48,15.24,6.52,3.96,7.91
Chile,1977,4.572,34,14.85,13.52,10.96,10.04,12.54
Nigeria,1977,4.324,35,2.23,8.55,2.37,12.28,24.56
Colombia,1977,4.062,36,10.86,18.09,14.88,8.09,10.11
Kazakhstan,1977,3.766,37,4.86,14.76,9.25,13.63,17.04
Pakistan,1977,3.378,38,25.1,7.8,6.26,8.38,16.75
Thailand,1977,3.372,39,13.67,18.9,9.25,7.46,14.92
Malaysia,1977,3.24,40,7.8,19.11,4.58,8.13,16.26
Ireland,1977,2.756,41,2.49,14.78,14.96,19.01,8.15
Peru,1977,2.455,42,8.33,15.25,10.77,10.17,12.71
Vietnam,1977,2.099,43,7.55,18,9.48,8.99,17.99
Bangladesh,1977,1.325,44,10.33,5.26,5.21,9.16,18.32
Singapore,1977,1.109,45,29.92,20.31,7.39,5.26,6.57
USA,1989,1958.101,1,9.56,13.55,16.16,15.88,6.81
Japan,1989,1111.402,2,3.08,17.64,15.07,20.72,8.88
Germany,1989,551.094,3,4.24,9.53,15.94,22.83,9.79
France,1989,477.694,4,5.73,9.31,5,26.24,11.24
Italy,1989,466.116,5,3.83,8.73,5,22.23,9.53
UK,1989,313.687,6,11.03,11.07,15.97,17.88,7.66
Russia,1989,193.057,7,6.91,8.95,9.72,11.56,14.44
Spain,1989,186.507,8,15,10.34,12.41,20.04,8.59
Canada,1989,171.091,9,15,5,14.82,21.06,9.03
Brazil,1989,134.606,10,15,5,5,10.5,21
Netherlands,1989,121.364,11,4.92,10.99,12.28,22.16,9.5
China,1989,114.966,12,13.21,12.29,6.09,9.51,19.02
Sweden,1989,104.796,13,3.99,8.29,11.8,22.68,9.72
Australia,1989,96.741,14,6.92,13.35,14.6,21.05,9.02
India,1989,92.265,15,13.57,13.32,3.05,7.36,14.73
Mexico,1989,65.923,16,1.72,12.15,9.9,3.27,6.53
South Korea,1989,61.017,17,20.31,5,8.28,12.53,15.67
Switzerland,1989,56.313,18,5.34,15.82,7.84,23.62,10.12
Greece,1989,36.649,19,9.43,7.18,9.61,20.69,8.87
South Africa,1989,33.518,20,5.5,20.47,11.86,7.06,14.13
Saudi Arabia,1989,30.316,21,35.44,14.71,9.16,7.69,9.61
Poland,1989,26.016,22,4.1,16.8,8.38,12.22,15.27
Turkey,1989,24.442,23,15,12.87,7.19,9.36,11.7
Portugal,1989,22.68,24,4.44,9.87,14.06,19.09,8.18
Israel,1989,19.014,25,14.06,13.67,9.41,8.58,10.72
Iran,1989,18.216,26,14.48,18.35,10.95,11.23,14.04
Romania,1989,17.783,27,11.82,14.73,5,13.63,17.03
New Zealand,1989,15.905,28,4.55,10.14,14.71,22.52,9.65
Indonesia,1989,15.083,29,7.19,5.86,3.59,8.77,17.54
Argentina,1989,14.837,30,5.78,15.4,17.82,10.47,13.09
Thailand,1989,12.521,31,13.67,18.9,9.25,5.88,11.76
United Arab Emirates,1989,12.399,32,19.16,13.57,7.57,11.94,14.93
Philippines,1989,10.454,33,12.48,15.24,6.52,3.96,7.91
Ireland,1989,9.916,34,2.61,10.93,14.96,18.06,7.74
Malaysia,1989,9.579,35,7.8,19.11,4.58,8.13,16.26
Egypt,1989,9.244,36,9.79,15.35,6.66,8.02,16.04
Pakistan,1989,8.972,37,25.1,7.8,6.26,8.38,16.75
Colombia,1989,8.249,38,8.88,17.23,14.88,8.66,10.82
Kazakhstan,1989,6.762,39,4.86,14.76,9.25,13.63,17.04
Chile,1989,6.379,40,14.85,13.52,10.96,10.3,12.88
Singapore,1989,5.461,41,29.92,20.31,7.39,5.52,6.91
Nigeria,1989,5.28,42,2.23,8.55,2.37,12.28,24.56
Bangladesh,1989,3.952,43,10.45,11.19,5.21,8.25,16.51
Peru,1989,3.727,44,8.33,15.25,10.77,9.49,11.87
Vietnam,1989,1.385,45,7.55,18,9.48,8.99,17.99
USA,1980,976.563,1,9.56,13.55,16.16,17.6,7.54
Japan,1980,443.208,2,3.02,16.13,15.07,21.28,9.12
Germany,1980,386.958,3,4.24,9.53,15.94,23.47,10.06
France,1980,307.167,4,5.77,11.51,5,25.45,10.91
UK,1980,229.269,5,11.31,12.67,15.97,17.21,7.37
Italy,1980,213.331,6,4.03,8.73,5,25.07,10.74
Russia,1980,143.099,7,6.91,8.95,9.72,11.56,14.44
Canada,1980,110.287,8,15,5,14.82,21.06,9.03
Spain,1980,104.67,9,15,8.84,12.41,20.56,8.81
Netherlands,1980,90.339,10,4.93,12.07,12.28,23.41,10.03
Brazil,1980,77.374,11,15,5,5,10.5,21
Sweden,1980,67.71,12,4,9.8,11.8,23.53,10.08
China,1980,63.191,13,13.21,9.56,6.09,9.92,19.84
Saudi Arabia,1980,52.317,14,35.44,14.71,9.16,7.69,9.61
Australia,1980,50.962,15,7.04,13.25,14.6,21.04,9.02
India,1980,42.55,16,14.78,13.32,3.05,8.36,16.73
Switzerland,1980,39.358,17,5.38,15.59,7.84,24.02,10.29
Mexico,1980,34.409,18,1.72,12.15,9.9,9.24,18.48
Iran,1980,26.023,19,14.48,18.35,10.95,10.86,13.58
South Africa,1980,19.602,20,5.5,20.47,11.86,7.97,15.93
Turkey,1980,19.114,21,15,12.87,7.19,12.4,15.5
Poland,1980,16.77,22,4.1,16.8,8.38,14.1,17.63
South Korea,1980,15.972,23,20.31,5,8.28,11.83,14.78
Argentina,1980,14.901,24,5.78,15.4,17.82,10.47,13.09
Greece,1980,14.709,25,10.81,8.38,9.61,21.76,9.33
Israel,1980,13.612,26,14.06,13.67,9.41,10.38,12.98
Indonesia,1980,13.539,27,7.19,5.86,3.59,11.53,23.05
United Arab Emirates,1980,13.037,28,19.16,13.57,7.57,11.94,14.93
Romania,1980,11.545,29,11.82,14.73,5,13.05,16.31
Portugal,1980,10.817,30,4.36,7.21,14.06,23.06,9.88
New Zealand,1980,9.325,31,4.59,8.19,14.71,21.67,9.29
Chile,1980,8.458,32,14.85,13.52,10.96,11.51,14.39
Philippines,1980,7.94,33,12.48,15.24,6.52,3.96,7.91
Egypt,1980,7.924,34,9.79,15.35,6.66,9.23,18.47
Nigeria,1980,7.704,35,2.23,8.55,2.37,12.28,24.56
Colombia,1980,6.969,36,10.86,18.09,14.88,8.09,10.11
Thailand,1980,6.883,37,13.67,18.9,9.25,7.3,14.6
Ireland,1980,6.296,38,2.49,14.78,14.96,18.79,8.05
Malaysia,1980,6.039,39,7.8,19.11,4.58,8.13,16.26
Pakistan,1980,5.283,40,25.1,7.8,6.26,8.38,16.75
Kazakhstan,1980,4.359,41,4.86,14.76,9.25,13.63,17.04
Peru,1980,4.344,42,8.33,15.25,10.77,8.78,10.97
Bangladesh,1980,2.491,43,10.33,5.26,5.21,9.16,18.32
Vietnam,1980,2.43,44,7.55,18,9.48,8.99,17.99
Singapore,1980,1.861,45,29.92,20.31,7.39,4.74,5.93
USA,1974,459.709,1,9.56,13.55,16.16,18.34,7.86
Germany,1974,158.536,2,4.24,9.53,15.94,23.96,10.27
Japan,1974,144.965,3,3.02,16.13,15.07,21.28,9.12
Russia,1974,106.783,4,6.91,8.95,9.72,11.56,14.44
France,1974,106.669,5,5.77,11.51,5,25.45,10.91
Canada,1974,82.298,6,15,5,14.82,21.06,9.03
UK,1974,78.228,7,11.31,12.67,15.97,17.89,7.67
Italy,1974,61.475,8,4.03,8.73,5,26.12,11.2
China,1974,47.658,9,13.21,9.56,6.09,9.92,19.84
Spain,1974,43.742,10,15,8.84,12.41,20.56,8.81
Brazil,1974,35.785,11,15,5,5,10.5,21
Netherlands,1974,31.786,12,4.93,12.07,12.28,23.73,10.17
Australia,1974,23.473,13,7.04,13.25,14.6,21.04,9.02
Sweden,1974,22.572,14,4,9.8,11.8,24.71,10.59
India,1974,16.96,15,14.78,13.32,3.05,8.63,17.26
Iran,1974,15.407,16,14.48,18.35,10.95,10.7,13.37
Saudi Arabia,1974,14.439,17,35.44,14.71,9.16,7.69,9.61
Switzerland,1974,14.339,18,5.38,15.59,7.84,24.23,10.38
Argentina,1974,14.025,19,5.78,15.4,17.82,10.47,13.09
Mexico,1974,12.931,20,1.72,12.15,9.9,9.86,19.73
Poland,1974,12.514,21,4.1,16.8,8.38,14.1,17.63
Romania,1974,8.615,22,11.82,14.73,5,13.05,16.31
South Africa,1974,8.241,23,5.5,20.47,11.86,8.3,16.6
Israel,1974,7.555,24,14.06,13.67,9.41,10.28,12.86
Turkey,1974,6.623,25,15,12.87,7.19,12.23,15.29
Greece,1974,5.581,26,10.81,8.38,9.61,22.94,9.83
Portugal,1974,4.99,27,4.36,7.21,14.06,25.13,10.77
South Korea,1974,4.767,28,20.31,5,8.28,12.65,15.81
Indonesia,1974,4.709,29,7.19,5.86,3.59,12.13,24.27
Chile,1974,4.688,30,14.85,13.52,10.96,11.53,14.41
New Zealand,1974,4.427,31,4.59,8.19,14.71,22.61,9.69
Egypt,1974,4.001,32,9.79,15.35,6.66,9.77,19.53
United Arab Emirates,1974,3.484,33,19.16,13.57,7.57,11.94,14.93
Philippines,1974,3.363,34,12.48,15.24,6.52,3.96,7.91
Kazakhstan,1974,3.253,35,4.86,14.76,9.25,13.63,17.04
Nigeria,1974,2.982,36,2.23,8.55,2.37,12.28,24.56
Colombia,1974,2.581,37,10.86,18.09,14.88,8.09,10.11
Malaysia,1974,2.342,38,7.8,19.11,4.58,8.13,16.26
Peru,1974,2.078,39,8.33,15.25,10.77,11.23,14.03
Pakistan,1974,1.988,40,25.1,7.8,6.26,8.38,16.75
Thailand,1974,1.961,41,13.67,18.9,9.25,7.08,14.16
Vietnam,1974,1.813,42,7.55,18,9.48,8.99,17.99
Ireland,1974,1.789,43,2.49,14.78,14.96,20.04,8.59
Bangladesh,1974,1.718,44,10.33,5.26,5.21,9.16,18.32
Singapore,1974,0.704,45,29.92,20.31,7.39,6.38,7.97
USA,2007,5024.135,1,11.79,13.55,18.5,16.02,6.87
Japan,2007,1553.956,2,2.67,9.97,18.23,22.45,9.62
Germany,2007,1538.727,3,2.65,10.07,17.07,22.53,9.65
France,2007,1432.707,4,3.56,9.48,5,26.94,11.54
UK,2007,1354.824,5,6.15,12.82,18.23,19.91,8.53
China,2007,1189.338,6,9.63,11.91,7.9,9.83,19.67
Italy,2007,1006.425,7,3.09,8.77,5,25.07,10.75
Spain,2007,664.536,8,15,10.84,14.59,19.1,8.19
Brazil,2007,455.362,9,15,5,5,10.5,21
Russia,2007,421.264,10,9.79,11.96,9.22,13.44,16.8
Canada,2007,411.751,11,15,5,17.07,20.28,8.69
India,2007,362.267,12,8.85,11.19,2.79,8.25,16.49
Mexico,2007,349.205,13,1.7,19.89,10.71,8.44,16.87
Netherlands,2007,327.378,14,3.11,11.23,13.7,23.6,10.12
Turkey,2007,314.516,15,15,12.87,10.95,8.8,11.01
Australia,2007,303.966,16,5.28,12.17,16.49,21.37,9.16
South Korea,2007,293.019,17,12.07,5,10.12,13.19,16.49
Sweden,2007,216.71,18,2.69,12.77,13.28,23.37,10.01
Poland,2007,173.534,19,4.67,11.35,9.54,13.72,17.15
Greece,2007,169.912,20,5.69,7.1,11.3,22.88,9.8
Switzerland,2007,154.728,21,2.44,15.56,9.56,24,10.28
Argentina,2007,132.473,22,2.68,15.1,14.37,12.02,15.02
Saudi Arabia,2007,132.26,23,28.95,19.26,8.51,8.2,10.26
Portugal,2007,113.159,24,3.09,11.05,13.03,22.87,9.8
Indonesia,2007,109.972,25,3.8,14.94,5.44,9.92,19.84
South Africa,2007,107.805,26,4.33,18.03,13.51,8.32,16.64
Ireland,2007,61.958,27,1.43,13.23,17.36,22.7,9.73
Romania,2007,61.413,28,4.32,12,5,15.35,19.19
Thailand,2007,60.267,29,5.23,18.48,12.38,8.65,17.31
Iran,2007,59.324,30,15.25,20.03,11.53,10.35,12.94
Israel,2007,58.854,31,15.35,13.28,9.88,9.76,12.2
Colombia,2007,54.724,32,11.67,13.15,16.28,9.23,11.54
United Arab Emirates,2007,49.961,33,18.58,13.57,8.53,11.86,14.83
New Zealand,2007,49.301,34,3.19,15.56,18.15,20.74,8.89
Malaysia,2007,46.271,35,7.57,16.12,6.28,8.9,17.8
Nigeria,2007,33.391,36,2.04,8.55,4.29,12.02,24.03
Chile,2007,33.293,37,12.07,16.75,13.6,10.8,13.49
Egypt,2007,32.675,38,7.61,11.21,5.02,8.79,17.58
Philippines,2007,31.739,39,7.1,13.67,6.46,6.75,13.51
Pakistan,2007,26.601,40,18.03,15.45,2.82,8.81,17.61
Kazakhstan,2007,24.288,41,5.47,11.94,7.58,14.53,18.16
Peru,2007,23.661,42,7.01,14.14,11.59,11.42,14.28
Singapore,2007,22.447,43,39.22,23.23,10.35,5.41,6.76
Vietnam,2007,17.031,44,8.14,18,7.94,9.14,18.28
Bangladesh,2007,12.06,45,10.36,18.15,5.08,6.7,13.4
USA,2006,4733.571,1,12,13.55,18.57,16.11,6.9
Japan,2006,1655.221,2,2.73,9.97,17.87,22.55,9.66
Germany,2006,1402.347,3,2.6,10.07,16.62,22.77,9.76
France,2006,1259.771,4,3.68,9.48,5,26.9,11.53
UK,2006,1177.929,5,6.17,12.95,18.32,20.01,8.57
China,2006,921.194,6,10.19,11.91,7.56,9.8,19.6
Italy,2006,898.935,7,3.18,9.47,5,25.02,10.72
Spain,2006,567.831,8,15,10.89,14.69,19.05,8.16
Canada,2006,392.143,9,15,5,16.78,20.38,8.73
Brazil,2006,361.009,10,15,5,5,10.5,21
Mexico,2006,323.201,11,1.38,20.82,10.73,8.34,16.68
Netherlands,2006,287.319,12,3.15,11.42,13.56,23.58,10.1
India,2006,278.695,13,9.48,11.69,2.89,8,16.01
Russia,2006,271.964,14,11.21,12.43,10.13,12.59,15.74
Australia,2006,270.992,15,5.26,12.17,15.94,21.57,9.24
South Korea,2006,262.842,16,12.28,5,9.6,13.32,16.65
Turkey,2006,256.884,17,15,12.87,10.56,8.88,11.1
Sweden,2006,191.414,18,2.63,12.71,12.92,23.45,10.05
Poland,2006,145.948,19,4.32,12.71,9,13.56,16.95
Switzerland,2006,143.821,20,2.47,15.85,9.34,23.8,10.2
Greece,2006,140.353,21,6.17,7.1,11.28,22.65,9.71
Saudi Arabia,2006,119.839,22,28.78,21.6,9.69,7.53,9.42
Argentina,2006,107.145,23,2.96,15.51,15.19,11.72,14.64
Portugal,2006,100.235,24,3.35,10.87,13.12,22.96,9.84
South Africa,2006,97.448,25,4.68,18,13.1,8.16,16.31
Indonesia,2006,92.76,26,3.58,14.94,4.51,10.09,20.19
Iran,2006,55.474,27,14.32,19.46,9.61,11.11,13.88
Israel,2006,52.59,28,14.1,13.43,9.85,9.99,12.49
Ireland,2006,51.152,29,1.53,13.55,17.43,22.5,9.64
Thailand,2006,46.263,30,5.16,22,12.12,7.77,15.54
United Arab Emirates,2006,43.026,31,20.64,13.57,8.53,11.45,14.31
Colombia,2006,42.933,32,11.59,13.15,16.06,9.29,11.62
Romania,2006,41.186,33,5.45,12.72,5,14.89,18.61
New Zealand,2006,40.179,34,3.28,15.56,17.94,20.54,8.8
Malaysia,2006,38.036,35,7.49,16.75,6.55,8.61,17.22
Egypt,2006,30.055,36,7.55,11.02,5.05,8.88,17.76
Chile,2006,29.407,37,13.38,16.23,13.41,10.56,13.21
Nigeria,2006,28.615,38,2.83,8.55,7.32,11.45,22.89
Philippines,2006,27.259,39,6.89,13.27,6.63,5.9,11.8
Pakistan,2006,23.384,40,21.37,15.29,3.21,8.27,16.54
Singapore,2006,19.816,41,30.93,22.54,7.85,7.65,9.56
Peru,2006,19.322,42,7.7,14.04,11.57,11.12,13.9
Kazakhstan,2006,18.764,43,4.94,13.27,11.72,13.54,16.93
Vietnam,2006,14.602,44,7.43,18,8.77,9.12,18.24
Bangladesh,2006,10.465,45,9.77,17.34,4.73,7.1,14.2
USA,1976,614.992,1,9.56,13.55,16.16,18.54,7.95
Germany,1976,205.451,2,4.24,9.53,15.94,23.81,10.2
Japan,1976,194.932,3,3.02,16.13,15.07,21.28,9.12
France,1976,151.006,4,5.77,11.51,5,25.45,10.91
Russia,1976,117.728,5,6.91,8.95,9.72,11.56,14.44
UK,1976,96.75,6,11.31,12.67,15.97,17.84,7.65
Canada,1976,90.733,7,15,5,14.82,21.06,9.03
Italy,1976,78.153,8,4.03,8.73,5,24.88,10.66
Spain,1976,53.29,9,15,8.84,12.41,20.56,8.81
China,1976,50.885,10,13.21,9.56,6.09,9.92,19.84
Brazil,1976,49.922,11,15,5,5,10.5,21
Netherlands,1976,45.476,12,4.93,12.07,12.28,23.71,10.16
Australia,1976,36.129,13,7.04,13.25,14.6,21.04,9.02
Sweden,1976,33.687,14,4,9.8,11.8,24.65,10.56
Switzerland,1976,22.426,15,5.38,15.59,7.84,24.21,10.38
India,1976,21.305,16,14.78,13.32,3.05,8.49,16.98
Saudi Arabia,1976,20.351,17,35.44,14.71,9.16,7.69,9.61
Iran,1976,20.185,18,14.48,18.35,10.95,10.86,13.58
Mexico,1976,17.963,19,1.72,12.15,9.9,9.77,19.53
Poland,1976,13.797,20,4.1,16.8,8.38,14.1,17.63
Turkey,1976,11.029,21,15,12.87,7.19,12.28,15.35
Argentina,1976,9.907,22,5.78,15.4,17.82,10.47,13.09
Romania,1976,9.498,23,11.82,14.73,5,13.05,16.31
South Africa,1976,9.462,24,5.5,20.47,11.86,8.27,16.54
Israel,1976,7.771,25,14.06,13.67,9.41,10.9,13.63
Greece,1976,7.296,26,10.81,8.38,9.61,22.72,9.74
South Korea,1976,7.289,27,20.31,5,8.28,12.39,15.49
Indonesia,1976,6.64,28,7.19,5.86,3.59,11.82,23.64
Portugal,1976,6.334,29,4.36,7.21,14.06,24.75,10.61
United Arab Emirates,1976,5.745,30,19.16,13.57,7.57,11.94,14.93
Egypt,1976,4.974,31,9.79,15.35,6.66,9.72,19.44
New Zealand,1976,4.451,32,4.59,8.19,14.71,22.15,9.49
Nigeria,1976,4.357,33,2.23,8.55,2.37,12.28,24.56
Philippines,1976,4.176,34,12.48,15.24,6.52,3.96,7.91
Kazakhstan,1976,3.586,35,4.86,14.76,9.25,13.63,17.04
Colombia,1976,3.201,36,10.86,18.09,14.88,8.09,10.11
Chile,1976,3.193,37,14.85,13.52,10.96,10.28,12.85
Thailand,1976,3.069,38,13.67,18.9,9.25,7.55,15.09
Pakistan,1976,2.941,39,25.1,7.8,6.26,8.38,16.75
Peru,1976,2.93,40,8.33,15.25,10.77,11.41,14.26
Malaysia,1976,2.725,41,7.8,19.11,4.58,8.13,16.26
Ireland,1976,2.399,42,2.49,14.78,14.96,19.37,8.3
Vietnam,1976,1.999,43,7.55,18,9.48,8.99,17.99
Bangladesh,1976,1.389,44,10.33,5.26,5.21,9.16,18.32
Singapore,1976,1.001,45,29.92,20.31,7.39,5.78,7.23
USA,1965,219.676,1,9.56,13.55,16.16,18.98,8.13
Russia,1965,68.833,2,6.91,8.95,9.72,11.56,14.44
Canada,1965,53.05,3,15,5,14.82,21.06,9.03
Germany,1965,43.444,4,4.24,9.53,15.94,24.05,10.31
France,1965,36.692,5,5.77,11.51,5,25.45,10.91
UK,1965,34.295,6,11.31,12.67,15.97,17.95,7.69
Japan,1965,25.414,7,3.02,16.13,15.07,21.28,9.12
China,1965,23.287,8,13.21,9.56,6.09,9.92,19.84
Italy,1965,21.766,9,4.03,8.73,5,26.5,11.36
Spain,1965,11.466,10,15,8.84,12.41,20.56,8.81
India,1965,10.149,11,14.78,13.32,3.05,8.63,17.26
Sweden,1965,8.138,12,4,9.8,11.8,24.74,10.6
Poland,1965,8.067,13,4.1,16.8,8.38,14.1,17.63
Netherlands,1965,8.054,14,4.93,12.07,12.28,23.65,10.14
Brazil,1965,7.322,15,15,5,5,10.5,21
Australia,1965,6.822,16,7.04,13.25,14.6,21.04,9.02
Romania,1965,5.553,17,11.82,14.73,5,13.05,16.31
Argentina,1965,5.488,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1965,3.592,19,5.38,15.59,7.84,24.21,10.37
Mexico,1965,3.392,20,1.72,12.15,9.9,10.12,20.24
Turkey,1965,2.716,21,15,12.87,7.19,12.29,15.37
South Africa,1965,2.508,22,5.5,20.47,11.86,8.13,16.26
Chile,1965,2.369,23,14.85,13.52,10.96,11.53,14.41
Egypt,1965,2.145,24,9.79,15.35,6.66,9.77,19.53
